id,age,female,area,educ_years,income,pol_interest,pol_know,gotv,vote_intent
1624,50,1,urban,11,16.0,4,6,0,4.8
1625,49,0,urban,11,61.9,5,3,0,4.7
1626,20,1,suburban,10,32.1,5,3,0,3.4
1627,49,0,rural,11,78.3,5,5,0,6.9
1628,61,0,suburban,13,60.0,5,5,0,6.5
1629,27,1,rural,11,27.8,4,5,0,4.1
1630,57,1,urban,13,29.5,5,8,0,5.2
1631,44,0,urban,16,41.8,6,6,0,7.7
1632,49,1,suburban,20,73.5,7,6,0,6.9
1633,35,0,urban,13,68.9,5,6,0,1.3
1634,56,0,rural,11,25.1,3,3,0,4.1
1635,51,0,suburban,14,40.3,3,5,0,4.7
1636,43,1,suburban,13,41.1,2,3,0,3.8
1637,27,1,suburban,12,28.9,6,4,0,5.2
1638,39,1,suburban,15,42.7,3,3,0,3.5
1639,44,1,rural,8,39.1,3,5,0,2.3
1640,36,0,suburban,14,40.0,6,4,1,7.7
1641,22,1,suburban,10,19.4,4,4,0,4.2
1642,42,1,suburban,13,45.4,6,5,0,5.3
1643,50,1,suburban,16,88.8,7,8,1,8.1
1644,51,1,suburban,11,53.3,4,3,0,5.0
1645,53,1,rural,15,51.8,4,1,0,5.0
1646,68,0,rural,11,32.4,3,8,1,6.7
1647,63,1,suburban,16,41.7,4,4,1,7.8
1648,67,0,rural,10,65.8,5,7,0,6.9
1649,20,1,urban,11,40.6,2,1,0,4.3
1650,26,1,suburban,21,56.8,6,6,0,4.6
1651,59,1,rural,11,34.4,6,2,0,6.3
1652,38,0,rural,14,81.3,5,3,0,4.9
1653,35,1,urban,11,40.5,6,3,0,3.7
1654,45,1,suburban,18,90.4,9,8,0,6.9
1655,39,1,suburban,16,97.9,6,6,1,8.1
1656,18,0,suburban,11,18.0,5,5,0,4.7
1657,39,1,suburban,14,36.0,5,2,0,5.9
1658,53,0,rural,12,54.6,6,5,0,4.1
1659,18,0,suburban,17,68.1,3,6,0,5.3
1660,23,0,rural,14,20.2,6,5,0,5.1
1661,42,0,rural,12,28.8,5,6,0,4.6
1662,50,1,suburban,10,43.6,3,6,0,4.8
1663,45,1,suburban,12,26.4,5,3,0,4.8
1664,36,1,rural,13,21.8,4,5,1,6.2
1665,38,0,rural,16,48.0,4,3,0,5.2
1666,56,1,suburban,15,68.6,10,8,0,10.0
1667,36,1,suburban,11,20.8,3,2,0,5.4
1668,52,1,rural,14,67.3,9,5,1,6.1
1669,39,1,rural,14,38.8,5,6,1,7.8
1670,30,1,urban,14,46.1,5,1,0,3.5
1671,48,0,rural,8,50.1,3,1,0,5.2
1672,52,0,urban,20,62.3,8,8,1,6.4
1673,60,1,urban,18,89.1,8,8,1,8.3
1674,20,0,rural,13,15.3,3,2,0,2.1
1675,35,1,suburban,19,67.8,4,4,0,3.3
1676,44,1,rural,15,32.3,6,7,0,6.0
1677,58,1,rural,9,38.6,4,4,0,4.8
1678,81,1,urban,14,84.6,6,6,0,6.7
1679,64,0,urban,13,38.1,8,8,0,6.1
1680,57,0,suburban,14,54.5,6,6,0,6.2
1681,52,0,rural,12,65.4,4,4,0,4.3
1682,43,1,suburban,8,41.1,5,1,0,4.2
1683,37,1,urban,16,36.4,10,6,0,7.1
1684,41,0,suburban,11,35.2,3,5,0,3.4
1685,28,0,rural,16,25.8,5,6,0,3.6
1686,30,0,rural,14,32.2,3,5,0,2.7
1687,33,0,urban,14,28.2,6,7,0,6.4
1688,69,1,urban,13,65.8,5,6,0,5.5
1689,42,1,urban,8,22.0,7,1,0,5.6
1690,24,1,urban,13,21.3,4,1,0,3.5
1691,41,0,rural,17,65.1,7,6,0,7.5
1692,66,0,rural,8,20.0,1,1,0,1.3
1693,52,1,rural,10,46.3,6,4,0,5.0
1694,50,1,urban,14,69.9,4,5,0,5.4
1695,34,0,urban,18,41.1,8,7,1,9.1
1696,50,1,rural,13,59.8,4,5,0,7.5
1697,40,0,rural,11,28.6,1,0,0,2.3
1698,85,0,suburban,10,32.9,3,1,0,5.2
1699,39,0,rural,11,26.1,3,0,0,5.9
1700,41,1,rural,15,43.3,7,4,0,2.8
1701,45,1,suburban,11,52.5,8,4,0,4.6
1702,83,1,urban,15,51.7,2,3,0,5.3
1703,48,0,urban,14,54.1,6,2,0,5.2
1704,54,1,suburban,13,40.2,7,6,0,6.5
1705,76,0,urban,13,26.6,3,8,0,6.5
1706,49,1,suburban,17,64.5,5,5,0,5.7
1707,27,0,suburban,14,37.1,3,7,0,3.7
1708,50,1,rural,13,33.0,2,0,0,2.9
1709,57,0,rural,18,87.0,5,5,0,6.5
1710,47,1,suburban,17,48.7,7,4,0,5.3
1711,64,0,rural,13,70.6,4,2,1,8.1
1712,19,1,urban,12,33.5,4,5,1,5.2
1713,24,1,urban,15,30.0,4,1,0,5.2
1714,68,0,suburban,14,42.2,4,7,0,5.0
1715,47,1,suburban,15,40.8,6,6,0,5.4
1716,35,0,suburban,11,45.6,4,5,0,4.8
1717,59,0,rural,11,54.1,4,4,0,5.0
1718,70,1,rural,11,31.8,3,4,0,5.8
1719,28,1,urban,15,37.7,4,5,0,3.8
1720,38,0,suburban,19,59.9,5,7,0,4.4
1721,51,1,rural,15,92.9,4,4,0,3.2
1722,38,0,suburban,12,23.0,5,6,0,3.8
1723,29,0,rural,12,40.3,4,2,0,2.8
1724,32,1,urban,11,53.2,4,2,0,2.3
1725,62,1,rural,14,42.7,4,4,0,6.3
1726,45,0,rural,14,58.5,5,5,0,5.6
1727,52,1,urban,16,47.4,10,5,0,7.4
1728,43,0,urban,12,27.9,7,7,0,8.0
1729,65,0,suburban,13,85.1,10,8,1,8.5
1730,68,1,suburban,13,41.3,7,7,0,8.4
1731,36,0,suburban,15,43.7,6,3,0,5.6
1732,63,0,rural,16,74.8,7,6,0,6.0
1733,46,1,urban,14,53.8,5,8,1,7.0
1734,23,0,rural,14,40.8,5,2,0,5.0
1735,20,1,urban,16,23.0,6,3,1,5.2
1736,53,0,urban,10,52.2,8,7,1,7.4
1737,52,0,urban,14,52.2,9,4,0,6.7
1738,41,0,urban,16,60.8,6,4,0,6.3
1739,57,0,urban,12,57.6,7,7,1,7.7
1740,43,0,urban,17,79.6,4,6,0,5.9
1741,46,0,suburban,14,32.8,5,3,0,5.6
1742,49,1,suburban,10,23.7,5,5,0,5.2
1743,31,0,suburban,16,36.6,7,8,1,10.0
1744,69,1,urban,12,20.0,6,5,0,5.9
1745,33,1,rural,14,22.6,3,6,0,4.5
1746,70,1,suburban,15,31.9,7,8,0,6.5
1747,50,1,suburban,13,45.1,5,4,1,4.0
1748,35,1,urban,12,42.3,7,3,1,6.3
1749,35,1,rural,11,19.6,4,2,1,4.9
1750,59,1,rural,18,69.8,7,5,1,8.1
1751,48,1,rural,12,50.1,6,2,1,6.2
1752,72,0,rural,12,35.6,1,5,0,4.1
1753,40,0,urban,10,42.6,3,4,0,2.7
1754,49,1,rural,19,80.9,6,5,0,8.3
1755,48,0,urban,13,38.3,7,4,1,7.0
1756,28,0,urban,20,54.1,3,5,0,6.5
1757,51,0,suburban,12,67.7,4,6,0,5.3
1758,68,0,urban,13,102.9,8,6,1,9.3
1759,53,0,suburban,17,73.2,6,5,1,7.8
1760,36,1,urban,13,39.8,1,2,0,2.0
1761,60,0,rural,11,35.0,8,2,1,6.1
1762,39,0,suburban,13,41.9,5,2,0,5.1
1763,49,1,suburban,16,56.1,6,5,0,4.6
1764,48,0,urban,17,45.5,3,2,0,5.3
1765,56,0,urban,17,56.9,6,2,0,4.2
1766,34,1,urban,12,31.7,2,1,0,1.3
1767,42,1,rural,14,59.7,5,8,0,4.2
1768,42,1,urban,16,58.2,7,8,1,7.1
1769,36,0,suburban,9,24.3,5,5,0,3.9
1770,20,0,urban,14,14.7,4,5,0,3.8
1771,35,1,urban,15,56.1,4,3,0,3.9
1772,35,0,suburban,17,56.1,7,6,0,5.6
1773,27,0,urban,11,48.3,4,1,0,2.6
1774,65,1,rural,8,49.7,5,4,0,5.4
1775,56,1,urban,19,58.8,7,5,0,7.4
1776,29,0,rural,13,22.3,4,3,0,5.2
1777,33,1,urban,9,56.7,1,1,0,1.9
1778,62,1,suburban,12,31.2,5,1,0,5.3
1779,52,0,rural,14,52.0,7,5,0,6.1
1780,31,1,suburban,14,32.0,4,4,0,5.8
1781,38,1,suburban,11,36.4,4,7,0,7.0
1782,60,0,urban,15,108.1,6,8,1,9.1
1783,81,0,suburban,11,21.2,7,3,0,6.9
1784,80,1,urban,14,45.1,7,2,1,8.8
1785,67,0,urban,16,56.3,4,7,1,8.8
1786,37,1,rural,17,78.8,5,6,0,7.5
1787,57,0,suburban,16,126.3,7,7,0,8.2
1788,57,0,suburban,16,45.4,7,6,0,7.6
1789,33,1,urban,15,36.4,4,4,1,5.9
1790,55,1,suburban,15,41.2,4,7,0,6.3
1791,38,1,urban,16,90.6,7,5,0,8.6
1792,42,1,suburban,15,25.4,4,3,0,4.3
1793,38,0,rural,13,56.4,5,7,0,4.8
1794,36,1,urban,11,27.9,5,4,0,3.7
1795,53,1,suburban,14,35.0,6,6,0,6.6
1796,26,1,rural,12,52.3,2,1,0,1.7
1797,35,1,rural,14,37.6,7,6,1,7.7
1798,75,1,urban,12,35.7,3,5,0,4.6
1799,68,1,suburban,13,74.6,6,5,0,7.4
1800,40,1,suburban,15,80.4,6,6,0,4.8
1801,59,0,suburban,18,71.0,7,5,1,8.9
1802,18,0,urban,16,55.4,7,5,1,8.1
1803,23,0,suburban,17,17.3,2,5,0,3.8
1804,34,1,urban,16,22.3,7,3,0,3.5
1805,42,1,rural,15,77.4,9,6,0,7.8
1806,46,0,urban,10,28.5,4,4,1,5.8
1807,47,1,urban,15,40.9,3,3,0,6.3
1808,31,0,urban,14,43.1,5,5,0,4.6
1809,58,0,urban,12,65.3,6,4,0,6.9
1810,67,0,rural,11,46.3,1,2,0,4.0
1811,28,1,suburban,11,24.6,3,2,0,6.2
1812,18,1,suburban,16,26.5,5,4,0,6.1
1813,43,1,urban,16,31.2,6,2,0,3.6
1814,50,1,suburban,8,23.5,2,1,0,3.5
1815,41,0,suburban,18,43.7,7,6,0,6.3
1816,77,0,rural,14,112.8,6,3,0,6.7
1817,29,0,urban,8,59.1,3,3,0,2.0
1818,49,0,urban,15,33.7,5,3,1,6.3
1819,34,1,suburban,8,23.7,3,2,0,2.6
1820,64,1,urban,10,13.4,4,4,0,5.4
1821,78,1,urban,16,51.2,10,8,1,9.8
1822,57,0,rural,14,37.9,7,6,1,9.0
1823,65,0,rural,13,45.5,7,5,0,6.7
1824,24,0,urban,11,21.2,5,5,0,3.8
1825,36,0,rural,15,46.0,5,3,1,5.2
1826,88,0,urban,8,15.8,6,1,0,7.3
1827,46,1,urban,16,57.7,4,2,0,3.3
1828,56,0,suburban,17,50.5,6,5,0,4.5
1829,54,0,urban,12,38.3,4,4,0,4.2
1830,60,0,urban,15,52.1,5,3,0,4.2
1831,37,1,urban,15,30.7,6,5,1,5.1
1832,46,1,rural,14,43.3,6,3,0,6.6
1833,47,1,urban,11,31.1,6,5,1,6.0
1834,36,0,suburban,12,21.6,5,7,0,6.2
1835,70,0,suburban,8,34.0,6,1,1,6.1
1836,41,1,suburban,12,56.7,4,4,0,6.5
1837,32,1,suburban,12,32.7,6,1,0,4.4
1838,55,0,urban,15,104.1,1,1,0,4.6
1839,25,0,rural,13,20.8,5,6,0,2.9
1840,39,1,suburban,16,53.7,6,6,1,7.1
1841,44,1,urban,12,34.9,4,5,0,7.4
1842,27,1,suburban,9,25.7,3,1,0,2.1
1843,53,1,urban,14,83.6,5,4,0,4.4
1844,36,1,rural,15,50.5,5,4,0,3.9
1845,53,0,rural,13,64.9,6,7,1,8.4
1846,33,1,urban,17,50.2,4,7,0,5.5
1847,80,0,urban,12,21.7,8,6,1,8.0
1848,47,1,urban,13,76.5,3,3,0,4.7
1849,44,0,suburban,12,34.8,2,4,0,4.1
1850,39,0,rural,15,70.5,6,4,1,7.1
1851,40,0,rural,13,56.1,7,7,1,4.5
1852,34,1,urban,11,48.5,7,7,0,6.4
1853,33,1,rural,12,42.8,6,4,0,5.8
1854,33,1,rural,14,32.6,7,5,0,5.7
1855,81,0,rural,8,18.1,4,2,0,4.5
1856,58,0,suburban,20,104.8,7,5,1,8.8
1857,44,0,suburban,15,58.6,4,6,0,5.8
1858,42,0,rural,12,29.8,4,4,0,5.7
1859,62,0,suburban,16,69.7,5,3,0,5.2
1860,46,0,suburban,15,93.3,0,2,0,1.9
1861,40,0,suburban,13,52.6,0,2,0,2.2
1862,30,1,urban,14,34.8,7,4,0,5.6
1863,75,1,rural,17,65.8,6,6,1,5.7
1864,29,1,urban,14,39.9,6,5,0,4.8
1865,33,0,suburban,10,46.5,5,4,0,3.8
1866,62,1,suburban,12,48.0,5,2,1,7.7
1867,62,1,suburban,17,73.2,7,5,0,6.0
1868,74,1,suburban,16,70.8,7,3,0,6.4
1869,46,1,rural,19,84.6,5,7,0,6.6
1870,51,1,urban,14,40.1,3,3,1,6.8
1871,47,1,suburban,11,51.9,4,5,0,4.6
1872,28,0,suburban,15,31.6,4,5,0,4.9
1873,42,1,rural,11,32.0,6,5,0,6.1
1874,66,1,urban,13,44.3,2,4,0,4.1
1875,76,1,suburban,15,35.5,5,7,1,5.0
1876,18,1,suburban,13,33.6,5,5,0,3.8
1877,49,1,urban,12,49.6,4,3,0,4.2
1878,44,1,urban,11,28.3,5,3,0,4.6
1879,32,0,suburban,15,63.7,6,6,0,6.9
1880,68,0,suburban,21,55.5,8,7,1,9.6
1881,33,1,rural,13,54.1,5,2,0,6.6
1882,19,0,suburban,15,51.2,2,2,0,3.4
1883,52,1,urban,16,52.3,6,4,1,9.4
1884,20,1,rural,12,33.3,7,4,0,5.3
1885,63,0,rural,14,20.0,6,6,0,7.5
1886,87,0,rural,11,41.3,6,3,0,5.6
1887,27,0,urban,18,65.9,6,4,1,8.4
1888,72,1,urban,15,87.1,6,3,1,6.6
1889,45,1,urban,17,47.2,6,7,1,9.4
1890,68,1,urban,12,34.3,4,1,0,5.9
1891,41,1,rural,11,23.0,6,2,0,6.3
1892,64,1,urban,9,32.7,4,3,0,4.5
1893,35,0,suburban,11,42.8,5,4,0,2.3
1894,56,1,rural,14,35.9,1,3,0,3.4
1895,73,1,urban,14,69.5,3,4,0,5.8
1896,34,0,suburban,16,37.2,8,6,1,7.4
1897,46,1,urban,16,93.1,5,4,0,3.4
1898,70,0,urban,11,66.7,2,1,0,3.9
1899,39,0,suburban,12,63.4,4,2,0,5.1
1900,50,1,rural,12,48.3,5,4,0,6.4
1901,44,0,rural,9,25.4,7,2,0,4.9
1902,25,1,suburban,16,46.6,5,7,0,5.2
1903,18,0,rural,14,27.9,2,4,0,1.8
1904,58,0,urban,11,26.8,2,5,0,4.3
1905,18,1,suburban,12,23.0,4,6,0,4.2
1906,58,1,suburban,15,76.1,6,8,1,7.2
1907,57,0,suburban,15,70.1,3,4,0,4.7
1908,39,0,urban,15,50.6,8,7,0,6.0
1909,85,0,urban,18,62.8,6,7,0,7.7
1910,71,1,urban,14,60.1,6,7,0,8.1
1911,29,1,rural,11,27.3,3,5,0,4.4
1912,31,0,suburban,16,31.6,4,4,0,4.6
1913,35,1,rural,15,82.9,6,8,0,7.5
1914,62,1,suburban,20,104.6,6,5,0,5.6
1915,69,0,urban,14,47.3,8,5,0,6.0
1916,39,1,suburban,18,64.9,3,6,0,5.6
1917,76,1,urban,11,61.1,7,5,0,6.7
1918,28,1,rural,10,23.9,3,1,0,3.7
1919,66,1,rural,14,54.6,4,3,1,6.1
1920,48,1,rural,8,21.7,3,1,0,4.3
1921,41,1,urban,16,38.3,6,4,0,4.9
1922,36,1,urban,13,47.8,6,6,0,4.4
1923,26,1,suburban,13,25.3,5,1,0,4.0
1924,77,1,urban,13,63.6,9,7,1,10.0
1925,40,0,suburban,13,54.3,3,1,0,4.1
1926,45,0,rural,11,37.3,5,3,0,3.7
1927,18,1,rural,15,26.3,6,7,0,3.4
1928,57,1,suburban,10,31.0,4,1,0,4.7
1929,61,1,urban,13,69.8,2,2,0,4.5
1930,56,1,suburban,17,67.1,6,5,1,7.0
1931,31,0,suburban,17,60.6,9,7,1,8.5
1932,33,1,urban,13,22.4,4,2,0,3.1
1933,58,1,urban,12,33.6,4,3,0,3.0
1934,65,1,urban,16,96.3,7,5,1,10.0
1935,61,0,urban,11,28.7,7,6,1,6.9
1936,44,1,rural,16,54.9,1,5,0,3.0
1937,39,0,rural,8,39.3,5,1,0,5.5
1938,67,1,urban,18,79.7,6,5,1,8.2
1939,70,1,rural,13,29.7,7,5,0,3.9
1940,54,1,rural,18,99.4,5,6,0,6.7
1941,31,1,suburban,14,16.3,5,6,0,6.8
1942,58,0,rural,13,43.5,5,4,0,8.2
1943,38,0,suburban,12,29.3,4,8,0,4.8
1944,50,0,rural,13,31.0,4,3,0,6.6
1945,58,0,suburban,10,22.2,2,1,0,5.0
1946,48,1,urban,13,51.3,7,3,1,7.3
1947,34,1,suburban,11,30.7,3,4,0,5.7
1948,20,1,suburban,11,37.3,5,0,0,1.5
1949,34,1,urban,11,29.3,4,1,0,0.6
1950,44,1,suburban,9,46.5,3,3,0,4.1
1951,65,0,rural,15,39.3,9,6,1,8.0
1952,60,0,rural,16,45.7,7,5,0,5.0
1953,47,1,urban,14,99.9,4,4,1,8.9
1954,58,1,urban,14,73.4,5,5,0,5.8
1955,49,1,suburban,18,49.5,6,7,0,5.1
1956,36,1,suburban,14,46.5,6,4,0,5.0
1957,55,1,suburban,16,36.7,4,5,0,6.4
1958,71,1,urban,18,71.1,10,6,1,10.0
1959,45,0,suburban,12,30.1,1,4,0,2.5
1960,36,1,rural,19,50.3,5,6,0,6.0
1961,27,0,rural,13,35.1,6,1,0,5.7
1962,48,1,suburban,17,61.6,10,7,1,10.0
1963,56,1,urban,9,51.2,7,4,0,3.9
1964,32,1,rural,15,46.1,3,6,0,6.1
1965,62,0,urban,17,82.8,8,5,0,5.8
1966,61,1,suburban,14,25.5,3,8,0,6.1
1967,47,1,suburban,14,48.7,3,3,0,5.6
1968,46,1,urban,19,81.1,6,7,0,7.1
1969,74,1,rural,12,33.4,8,4,0,7.8
1970,59,0,suburban,13,43.8,6,6,0,6.2
1971,44,0,urban,15,72.6,4,3,0,5.7
1972,38,1,urban,14,76.4,4,5,0,5.9
1973,36,0,urban,13,61.2,3,1,0,5.0
1974,36,0,urban,11,95.9,3,2,0,4.7
1975,74,0,urban,15,78.9,7,5,1,8.8
1976,46,1,suburban,11,28.9,3,5,0,3.3
1977,85,1,suburban,12,30.8,8,6,0,5.6
1978,33,0,suburban,11,32.4,6,2,0,4.1
1979,21,0,suburban,13,21.2,3,6,0,4.7
1980,41,0,suburban,11,45.9,2,5,0,5.2
1981,41,0,suburban,12,34.6,6,2,0,3.4
1982,56,0,rural,15,50.2,6,6,0,4.3
1983,54,1,suburban,15,45.5,4,3,0,4.6
1984,36,1,suburban,12,36.7,4,6,0,4.8
1985,68,0,urban,14,69.0,5,4,0,7.4
1986,50,1,rural,8,33.3,7,5,0,7.2
1987,46,1,rural,13,36.6,5,3,0,6.5
1988,40,1,rural,8,22.2,7,3,0,4.1
1989,54,0,rural,11,44.4,3,2,0,1.8
1990,51,0,urban,15,45.2,7,4,0,5.8
1991,33,0,urban,16,22.2,8,7,1,9.3
1992,40,0,urban,13,33.0,4,6,0,3.8
1993,46,1,urban,13,46.5,3,4,0,2.4
1994,56,0,urban,15,36.5,9,7,1,10.0
1995,29,0,rural,12,30.2,5,2,0,4.7
1996,60,0,urban,18,93.0,7,7,1,8.6
1997,66,0,urban,15,54.4,6,3,1,8.5
1998,80,1,suburban,17,99.4,5,5,1,7.9
1999,59,0,suburban,16,82.8,5,6,0,6.5
2000,52,1,suburban,14,57.4,7,4,0,5.9
2001,75,0,suburban,14,51.8,3,4,1,6.9
2002,29,0,rural,13,20.7,4,0,0,3.2
2003,51,1,urban,15,43.1,3,3,1,3.9
2004,60,1,suburban,11,39.6,8,5,0,7.4
2005,51,0,urban,17,77.8,3,4,0,4.8
2006,20,1,urban,13,33.8,1,4,0,3.6
2007,66,1,rural,12,40.2,6,4,0,7.1
2008,18,0,suburban,14,34.7,8,5,0,5.7
2009,55,0,rural,13,55.8,5,7,0,8.5
2010,50,0,suburban,12,45.8,3,3,0,4.9
2011,39,1,suburban,13,66.5,4,1,0,3.2
2012,61,1,urban,14,55.3,6,3,0,7.3
2013,35,1,suburban,15,46.7,6,4,0,8.1
2014,47,0,suburban,13,40.6,7,4,0,5.8
2015,45,0,urban,13,37.6,4,2,0,3.8
2016,69,0,rural,14,35.8,8,6,0,5.6
2017,56,0,urban,16,55.7,5,3,0,3.6
2018,71,0,rural,12,35.2,5,6,0,4.4
2019,57,0,urban,8,32.8,2,0,0,4.0
2020,46,0,rural,8,29.9,5,7,0,4.8
2021,64,1,rural,12,65.3,4,4,0,5.9
2022,26,0,suburban,15,31.1,5,5,0,4.4
2023,18,0,urban,10,15.3,2,3,0,3.4
2024,67,0,suburban,16,72.9,5,3,0,7.1
2025,38,1,urban,12,18.5,5,3,0,4.5
2026,50,0,suburban,11,56.3,2,1,0,3.7
2027,36,1,suburban,12,84.5,4,3,1,5.9
2028,61,1,suburban,8,50.3,4,1,0,4.6
2029,62,0,suburban,11,47.6,7,6,0,5.5
2030,56,1,urban,15,62.0,7,3,0,7.1
2031,67,1,rural,13,25.2,6,8,0,6.2
2032,67,0,suburban,13,36.3,6,4,0,5.4
2033,75,1,urban,15,90.3,10,6,1,7.8
2034,61,0,rural,15,76.2,5,3,0,4.9
2035,35,1,suburban,11,42.3,2,0,0,2.7
2036,53,0,urban,9,51.0,1,3,0,2.6
2037,44,0,suburban,10,55.1,4,1,0,6.2
2038,31,1,rural,17,39.7,6,5,0,6.1
2039,54,0,rural,12,34.7,6,3,0,5.5
2040,51,1,urban,16,76.9,6,3,1,6.9
2041,39,0,suburban,8,23.7,5,3,0,5.2
2042,45,1,suburban,12,22.4,3,2,0,4.3
2043,27,0,urban,14,31.5,6,6,1,7.7
2044,64,0,urban,15,41.2,4,3,0,6.0
2045,66,0,suburban,15,60.9,6,6,0,5.2
2046,64,0,suburban,11,49.0,6,1,0,4.6
2047,73,1,rural,12,43.3,9,5,1,8.3
2048,40,1,urban,15,50.4,8,6,0,5.4
2049,44,1,rural,11,28.0,5,2,0,3.6
2050,43,0,urban,9,22.6,5,1,0,4.1
2051,18,1,rural,13,25.6,9,3,1,5.4
2052,26,1,rural,17,52.1,4,3,0,4.7
2053,32,0,rural,11,33.1,1,1,0,2.3
2054,76,0,urban,13,53.2,3,4,0,3.8
2055,40,0,suburban,14,36.5,6,3,0,5.6
2056,24,1,urban,9,15.3,1,4,0,4.0
2057,56,1,suburban,14,51.1,1,4,0,2.6
2058,68,1,urban,11,63.7,5,5,0,6.9
2059,26,0,suburban,10,13.7,7,6,0,5.1
2060,34,0,rural,12,30.3,4,2,0,4.2
2061,36,1,rural,11,37.3,7,4,0,6.1
2062,55,0,rural,11,43.9,4,3,0,5.5
2063,44,1,suburban,9,26.3,5,0,0,6.1
2064,88,1,rural,14,48.5,3,3,0,6.4
2065,71,0,suburban,15,24.1,4,6,0,6.7
2066,48,1,urban,14,47.4,4,6,1,8.8
2067,66,1,suburban,14,36.9,6,4,0,5.6
2068,60,1,urban,17,95.4,8,6,1,9.6
2069,66,1,urban,15,109.7,6,4,0,4.6
2070,18,1,rural,14,20.0,4,2,0,3.1
2071,37,0,suburban,9,27.8,8,6,0,4.8
2072,36,1,suburban,11,26.3,4,5,0,5.1
2073,33,0,rural,12,45.0,2,4,0,4.0
2074,51,0,suburban,16,38.5,5,5,0,7.3
2075,31,1,suburban,11,62.7,8,6,0,5.5
2076,84,1,urban,17,84.4,5,3,1,7.6
2077,58,0,rural,14,34.6,6,3,0,5.6
2078,69,0,suburban,12,23.8,7,6,1,8.8
2079,39,1,urban,9,26.1,6,2,0,5.4
2080,37,0,urban,12,30.9,4,2,0,3.4
2081,18,1,rural,13,38.5,3,3,0,4.1
2082,75,1,rural,18,48.8,5,4,0,5.1
2083,58,1,urban,17,63.2,5,4,0,6.3
2084,18,1,suburban,13,28.1,8,6,0,5.8
2085,24,0,suburban,14,26.8,3,2,0,3.8
2086,67,1,urban,15,85.0,4,2,0,5.6
2087,25,1,suburban,18,40.6,7,6,1,7.3
2088,28,0,suburban,15,31.1,3,6,0,2.7
2089,57,1,urban,16,106.6,9,5,1,8.2
2090,20,0,rural,11,16.8,2,2,0,3.2
2091,58,1,urban,16,43.8,5,7,0,5.2
2092,37,1,rural,16,24.7,5,2,0,4.6
2093,34,0,suburban,15,64.0,5,2,0,5.0
2094,46,0,suburban,11,42.5,3,2,0,4.0
2095,71,1,suburban,14,43.9,3,5,0,3.6
2096,79,0,suburban,18,92.8,8,8,1,10.0
2097,66,0,suburban,8,47.5,7,6,0,5.4
2098,57,1,urban,12,78.6,7,4,0,5.5
2099,55,1,suburban,8,26.3,3,1,0,2.9
2100,57,1,rural,15,47.4,5,4,0,3.3
2101,33,1,suburban,15,33.3,4,4,1,6.1
2102,31,1,rural,14,44.1,5,3,0,6.7
2103,54,0,urban,14,37.6,3,4,1,5.5
2104,86,1,rural,15,44.7,7,6,1,10.0
2105,35,1,urban,11,24.5,3,0,0,2.4
2106,55,0,rural,12,52.6,7,7,1,8.8
2107,72,0,suburban,12,60.3,7,3,0,4.9
2108,43,0,rural,13,44.0,4,3,0,4.8
2109,64,1,rural,13,30.9,6,4,0,3.6
2110,33,0,urban,16,24.3,7,8,0,6.2
2111,36,1,urban,17,48.2,5,1,0,2.3
2112,35,1,urban,18,114.2,4,5,0,5.8
2113,57,0,rural,13,65.7,4,4,0,4.0
2114,57,0,urban,14,97.0,6,3,0,5.6
2115,31,0,suburban,11,17.3,3,2,0,3.8
2116,66,1,suburban,13,32.3,4,3,0,4.8
2117,64,1,suburban,14,59.5,7,6,1,8.7
2118,33,1,urban,11,16.5,4,3,0,4.6
2119,57,0,rural,13,34.8,3,4,0,4.8
2120,64,0,urban,14,39.0,6,4,0,7.2
2121,53,0,suburban,14,69.6,7,7,0,7.0
2122,54,1,suburban,14,69.1,7,6,0,7.5
2123,50,0,urban,15,49.7,8,8,1,8.9
2124,63,1,rural,9,27.3,3,2,0,4.2
2125,26,1,rural,12,33.3,4,6,1,5.5
2126,61,0,suburban,14,67.8,5,8,1,8.5
2127,41,0,rural,10,42.3,6,4,0,5.9
2128,36,1,urban,16,26.6,6,3,0,4.7
2129,50,0,rural,14,61.8,5,8,1,5.9
2130,38,1,urban,13,79.5,6,6,1,7.2
2131,28,0,suburban,11,25.7,2,5,0,5.2
2132,44,1,rural,9,39.3,4,5,0,4.3
2133,44,0,rural,9,45.9,3,1,0,5.5
2134,51,0,suburban,11,50.2,4,3,0,4.5
2135,46,1,suburban,10,32.3,5,4,0,3.1
2136,33,1,suburban,11,56.3,2,1,0,3.1
2137,56,0,urban,12,49.5,9,6,0,6.9
2138,75,1,suburban,15,66.2,5,6,0,5.2
2139,60,0,suburban,16,64.2,4,7,0,7.7
2140,61,0,suburban,11,31.1,7,5,0,5.4
2141,55,1,urban,18,92.2,5,5,0,6.0
2142,59,1,suburban,15,66.7,4,3,0,5.9
2143,32,0,rural,12,33.3,6,6,1,5.1
2144,42,1,suburban,11,28.0,5,2,0,3.5
2145,71,0,suburban,14,59.0,1,1,0,3.9
2146,51,1,rural,16,57.8,6,4,0,5.6
2147,66,1,urban,13,27.7,5,3,0,4.2
2148,44,1,rural,14,87.6,4,4,0,4.8
2149,46,1,suburban,14,69.8,4,5,0,3.7
2150,48,1,urban,11,46.7,7,6,0,4.5
2151,71,1,urban,16,57.8,8,5,0,7.7
2152,63,1,rural,14,50.1,6,4,0,4.7
